시도,시군구,치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,운영기관명,운영기관전화번호,주요치매관리프로그램소개,관리기관전화번호,관리기관명,제공기관명
부산광역시,서구,서구치매안심센터,치매안심센터,부산광역시 서구 구덕로 127,부산광역시 서구 토성동5가 56-4,35.09633258,129.022058,서구보건소,051-240-4912,"치매조기검진, 등록관리, 인지향상교육, 의료비지원, 지역자원연계, 치매예방교육 및 인식개선사업 등",051-240-4912,서구보건소,부산광역시 서구
강원도,동해시,강원도동해시치매안심센터,치매안심센터,강원도 동해시 발한로 227 1층,강원도 동해시 발한동 17-9,37.5495162,129.1081409,강원도동해시치매안심센터,033-530-2426,"조기검진 및 상담, 치매치료관리비지원, 조호물품지원, 치매환자교실운영, 치매가족교실운영, 가족카페운영",033-530-2401,강원도 동해시보건소,강원도 동해시
전라북도,장수군,장수치매정신통합센터,치매안심센터,"전라북도 장수군 장수읍 장천로 255-10, 2층",전라북도 장수군 장수읍 노하리 360-2,35.65513121,127.5191364,보건의료원,063-350-2611,"상담 등록서비스, 치매조기검진서비스. 치매치료관리비 지원, 조호물품 지원, 맞춤형 사례관리 서비스,치매환자 쉼터 프로그램 운영, 치매환자 가족지원서비스, 치매예방관리사업, 치매인식개선사업",063-350-2670,보건사업과,전라북도 장수군
경기도,광주시,치매안심센터,치매안심센터,"경기도 광주시 초월읍 경충대로 1009-40, (쌍동리)",경기도 광주시 초월읍 쌍동리 163-7,37.36884573,127.3027505,광주시보건소,031-760-2521,"치매 조기검진, 맞춤형 사례관리 등치매예방 및 관리 서비스 제공",031-760-2110,광주시보건소,경기도 광주시
광주광역시,동구,동구치매안심센터,치매안심센터,"광주광역시 동구 서남로 14, 7층",광주광역시 동구 서석동 29,35.14495168,126.9231621,동구보건소,062-608-3490,"치매조기검진, 치매파트너 양성, 치매치료비지원, 인지재활교육, 치매예방교육",062-608-3472,광주광역시 동구,광주광역시 동구
강원도,철원군,철원군치매안심센터,치매안심센터,강원도 철원군 갈말읍 군탄로16,강원도 철원군 갈말읍 군탄리 960-2,38.1481382,127.3025602,철원군보건소,033-450-5105,치매어르신쉼터프로그램+농촌치유프로그램+치매조기검진 및 진단검사+치매예방교실프로그램+찾아가는경노당프로그램+분소운영+치매안심마을프로그램+치매인식개선캠페인 및 파트너양성교육+치매실종예방교실,033-450-5105,강원도 철원군 보건소,강원도 철원군
강원도,평창군,평창군치매안심센터,치매안심센터,강원도 평창군 평창읍 종부로 61,강원도 평창군 평창읍 종부리 504,37.36049168,128.388852,평창군보건의료원,033-330-4900,"치매환자 쉼터프로그램, 치매가족헤아림프로그램, 치매예방인지재활프로그램, 치매재가환자방문인지재활프로그램",033-330-4830,평창군보건의료원,강원도 평창군
전라남도,담양군,담양군치매안심센터,치매안심센터,전라남도 담양군 담양읍 완동길 10-5,전라남도 담양군 담양읍 만성리 116-1,35.32470339,126.9807889,담양군치매안심센터,061-380-3986,치매상담 및 등록관리사업+일반조기검진사업+치매치료관리비지원+치매환자조호물품제공+배회가능어르신인식표발급+인지강화프로그램운영+치매예방교육운영+치매예방교실운영+치매환자쉼터프로그램운영+헤아림가족교실운영+치매파트너양성+치매극복선도단체양성+치매환자맞춤형사례관리사업,061-380-3968,담양군청,전라남도 담양군
전라남도,광양시,광양시 치매안심센터,치매안심센터,전라남도 광양시 광양읍 호북길 13-3,전라남도 광양시 광양읍 칠성리 898-3,34.980119,127.583648,광양시보건소,061-797-4059,"치매조기검진,치매가족자조모임,사례관리,인지강화프로그램",061-797-4122,광양시보건소,전라남도 광양시
서울특별시,용산구,용산구치매안심센터,치매안심센터,서울특별시 용산구 녹사평대로 150,,37.5324394,126.9904783,순천향대학교 서울병원,02-790-1541,"조기검진사업, 치매환자등록관리사업, 치매환자쉼터 운영사업, 가족모임운영, 교육 및 인지프로그램운영, 치매예방관리사업, 홍보사업, 치매파트너 양성, 지역자원강화사업 등",02-2199-8082,용산구보건소,서울특별시 용산구
서울특별시,동작구,동작구치매안심센터,치매안심센터,서울특별시 동작구 남부순환로 2025,서울특별시 동작구 사당동 1049-11,37.47643044,126.9736106,서울특별시 보라매병원,02-598-6088,"치매환자 상담 및 등록관리, 치매조기검진, 치매예방관리, 치매환자쉼터운영, 치매가족지원, 치매인식개선및교육홍보, 치매안심마을운영",02-820-9443,서울특별시 동작구보건소,서울특별시 동작구
충청남도,청양군,청양군치매안심센터,치매안심센터,충청남도 청양군 청양읍 칠갑산로 7길 54,충청남도 청양군 청양읍 읍내리 261-1,36.45501978,126.8049308,청양군보건의료원,041-940-4500,"치매환자쉼터, 인지재활프로그램, 치매가족교실, 치매자조모임, 치매예방교실",041-940-4551,청양군보건의료원,충청남도 청양군
경기도,안산시,안산시상록수보건소 치매안심센터,치매안심센터,경기도 안산시 상록구 차돌배기로1길 5,경기도 안산시 상록구 사동 1584,37.30026357,126.8450629,안산시 상록수보건소,031-481-5857,"조기검진, 등록관리, 예방및홍보, 쉼터및가족카페 운영",1666-1234,경기도 안산시 상록수보건소,경기도 안산시
경기도,안산시,안산시단원보건소 치매안심센터,치매안심센터,"경기도 안산시 단원구 화랑로 250,단원보건소 3층",경기도 안산시 단원구 초지동 666-8,37.32106713,126.8152625,안산시 단원보건소,031-481-6556,"조기검진, 등록관리, 예방및홍보, 쉼터및가족카페 운영",1666-1234,경기도 안산시 단원보건소,경기도 안산시
전라북도,진안군,진안군치매안심센터,치매안심센터,전라북도 진안군 진안읍 진무로 1189,,35.7973085385,127.4347748367,진안군보건소,063-430-8582,"치매조기검진, 치매의료비지원, 치매극복의날 기념행사, 한마음 치매극복 걷기대회, 치매환자 및 가족 프로그램, 치매인식개선사업, 치매안심마을운영, 치매공공후견인사업, 치매파트너 및 파트너플러스 양성, 치매극복선도단체, 맞춤형 돌봄 사례 등관리, 실종예방사업, 쉼터운영, 조호물품지원 등",,진안군청,전라북도 진안군
경상북도,청송군,청송군치매안심센터,치매안심센터,경상북도 청송군 청송읍 의료원길 19,경상북도 청송군 청송읍 금곡리 1056-54,36.43113169,129.0518042,청송군보건의료원,054-870-7341,"치매조기검진, 치매환자쉼터, 인지강화교실, 치매예방교실, 치매예방교육, 치매서포터즈 및 치매극복선도단체 양성, 치매보듬마을 운영, 우리마을예쁜치매쉼터운영, 치매환자사례관리, 치매환자가족교실,자조모임운영,치매치료관리비지원, 조호물품제공, 배회인식표 및 지문인기 등록, 치매극복 전국걷기행사, 치매극복의날 기념 행사,치매관사업 DB자료 등록 및 분석",,청송군청,경상북도 청송군
경기도,안양시,동안치매안심센터,치매안심센터,경기도 안양시 동안구 관악대로 375,경기도 안양시 동안구 관양동 1432-15,37.40478889,126.9645303,동안구보건소,031-8045-6801,무료 치매검사+쉼터운영+치매극복의 날 기념행사 등,,안양시 동안구보건소,경기도 안양시
서울특별시,서대문구,서대문구치매안심센터,치매안심센터,서울특별시 서대문구 연희로 290,서울특별시 서대문구 홍은2동 425-3 한국자유총연맹,37.58292926,126.9364454,서대문구 치매안심센터,02-379-0183,경증 치매환자 대상 단기 보호(쉼터)운영+치매가족교육+온라인 치매예방 프로그램+치매어르신 바리스타 활동(카페운영)+야외 치유 프로그램 등,02-330-8950,서대문구보건소,서울특별시 서대문구
경상북도,안동시,경상북도 안동시 치매안심센터,치매안심센터,경상북도 안동시 보현로12,경상북도 안동시 용상동 1517-263,36.55003666,128.7588531,안동시치매안심센터,054-840-5789,치매검진+치매상담+치매쉼터+인지강화교실+치매예방교실+조호물품지원+치매가족지원,054-855-5986,경상북도 안동시보건소,경상북도 안동시
서울특별시,노원구,노원구치매안심센터,치매안심센터,서울특별시 노원구 노해로437 노원구청 5층,서울특별시 노원구 상계동 701-1번지 노원구청 5층,37.654126,127.056798,인제대학교 상계백병원 위탁,02-911-7778,치매조기검진+치매예방 및 등록관리+치매치료비 지원+쉼터 및 일상생활훈련센터 운영+지역자원강화 사업 등,02-2116-4353,서울특별시 노원구청,서울특별시 노원구
서울특별시,성북구,성북구치매안심센터,치매안심센터,"서울특별시 성북구 화랑로63,성북구보건소 5층","서울특별시 성북구 하월곡동 46-1,호 성북구보건소 5층",37.60270967,127.0395315,건국대학교병원,02-918-2223,등록관리+선별검진+정밀검진+치료비지원+원인확진검사비 지원+예방 및 재활 프로그램,02-2241-6137,성북구보건소 건강관리과,서울특별시 성북구
경상남도,산청군,산청군 치매안심센터,치매안심센터,경상남도 산청군 산청읍 중앙로97,경상남도 산청군 산청읍 지리 797,35.41608206,127.8842381,산청군보건의료원,055-970-7647,"등록관리, 조기검진,인지강화,예방교실, 단기쉼터 및 치매 카페 운영, 치매 인식개선 및 홍보, 치매치료관리 지원 등",055-970-7647,산청군보건의료원,경상남도 산청군
경기도,여주시,여주시치매안심센터,치매안심센터,경기도 여주시 여흥로 160번길 12,,37.2947783225,127.6399084437,여주시 보건소,031-887-3601,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3685,경기도 여주시,경기도 여주시
경기도,여주시,북부치매안심센터,치매안심센터,경기도 여주시 대신면 풍양1길 16,,37.37205549,127.5852432,여주시 보건소,031-887-3601,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3496,경기도 여주시,경기도 여주시
경기도,여주시,남부치매안심센터,치매안심센터,경기도 여주시 점동면 청안로 130-6,,37.20571617,127.6624173,여주시 보건소,031-887-3601,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3493,경기도 여주시,경기도 여주시
경기도,가평군,가평군치매안심센터,치매안심센터,경기도 가평군 가평읍 가화로 155-18,경기도 가평군 가평읍 읍내리 624-1,37.8335569,127.5104515,가평군보건소,031-580-2849,"맞춤형사례관리, 인지강화 및 치매예방교실, 단기쉼터운영, 치매파트너 및 파트너플러스 양성, 치매가족지지프로그램, 인식강화 등",031-580-2849,가평군보건소,경기도 가평군
제주특별자치도,제주시,제주동부치매안심센터,치매안심센터,제주특별자치도 제주시 구좌읍 김녕로14길 6,제주특별자치도 제주시 구좌읍 김녕리 1697-1,33.5543823,126.7513422,제주시 동부보건소,064-728-7551,치매조기검진 및 예방사업.등록관리사업.치매가족지원사업.인식개선 및 교육홍보사업. 치매안심마을 운영.실종노인 예방.치매공공후견사업등,064-728-4211,제주시 동부보건소,제주특별자치도 제주시
제주특별자치도,제주시,제주시서부치매안심센터,치매안심센터,제주특별자치도 제주시 한림읍 강구로 5,제주특별자치도 제주시 한림읍 한림리 966-1,33.41208361,126.2695292,제주시 서부보건소,064-728-8661,"치매조기검진 지원, 치매환자 및 가족 상담, 인지재활프로그램 등",064-728-4111,제주시서부보건소,제주특별자치도 제주시
제주특별자치도,제주시,제주시제주보건소 치매안심센터,치매안심센터,제주특별자치도 제주시 연삼로 264,제주특별자치도 제주시 도남동 567-1,33.49159994,126.520239,제주시제주보건소,064-728-8490,치매상담 및 등록관리. 치매조기검진. 치매예방 및 인지강화교실. 경증치매쉼터운영. 치매가족지원. 인식개선 및 교육홍보사업.안심마을 운영 등,064-728-4010,제주시제주보건소,제주특별자치도 제주시
부산광역시,서구,부산광역시광역치매센터,광역치매센터,부산광역시 서구 대신공원로26,부산광역시 서구 동대신동3가 38-2,35.11954591,129.0180242,동아대학교병원,051-240-2560,"치매예방, 두드림 복합운동교실, 치매예방 두드림 인지교실 및 가상현실(VR) 인지프로그램",051-888-3345,부산시 건강정책과,부산광역시
전라남도,무안군,무안군치매안심센터,치매안심센터,전라남도 무안군 무안읍 불무로 38-9,전라남도 무안군 무안읍 교촌리 127-10,34.98830097,126.4735172,무안군보건소,061-450-5075,"치매조기검진, 치매상담 및 등록관리, 치매예방교육, 인지강화교실, 쉼터, 가족교실, 자조모임, 치매인식개선교육",061-450-5014,무안군보건소,전라남도 무안군
전라남도,영광군,영광군치매안심센터,치매안심센터,전라남도 영광군 영광읍 신남로 4길 17,전라남도 영광군 영광읍 남천리 326-5,35.27468261,126.5041643,영광군,061-350-4806,"등록관리, 프로그램 운영 등",061-350-4806,전라남도 영광군,전라남도
전라남도,함평군,함평군보건소,치매안심센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.061896,126.524248,함평군보건소,061-320-2390,"치매조기검진, 치매예방교실, 인지향상프로그램,  치매치료관리비지원, 치매환자등록관리, 실종예방사업 등",061-320-2518,함평군보건소,전라남도 함평군
서울특별시,은평구,은평구치매안심센터,치매안심센터,서울특별시 은평구 연서로34길 11,서울특별시 은평구 불광동 130-2,37.6215461,126.9277208,가톨릭대학교 은평성모병원,02-388-8233,"치매 조기검진 및 등록관리, 치료비 지원 및 사례관리, 인지건강프로그램 운영, 치매예방 교육 및 홍보",02-351-8682,서울특별시 은평구 보건소,서울특별시 은평구
전라북도,부안군,부안군 치매센터,치매안심센터,전라북도 부안군 부안읍 오리정로 124,,35.72283463,126.7355916,부안군 보건소,063-580-3066,"무료치매검사, 진단검사 치매극복의 날 기념행사, 쉼터 운영등",,부안군청,전라북도 부안군
경상북도,포항시,포항시남구치매안심센터,치매안심센터,경상북도 포항시 남구 오천읍 남원로 43,경상북도 포항시 남구 오천읍 원리 896,35.9704125023,129.4051469638,포항시남구보건소,054-270-4260,"치매조기검진, 상담 및 등록, 치매예방 및 치매환지쉼터 프로그램 운영, 치매지원서비스(치매치료관리비, 조호물품 제공, 맞춤형사례관리), 실종노인의 발생예방 및 찾기 사업, 치매가족 및 보호자 지원 사업, 치매인식개선 사업 등",054-270-4004,포항시남구보건소,경상북도 포항시
경상북도,포항시,포항시북구치매안심센터,치매안심센터,경상북도 포항시 북구 삼흥로 96(장성동),경상북도 포항시 북구 장성동 1363-3,36.0707218217,129.3797118808,포항시북구보건소,054-270-4171,"치매조기검진, 상담 및 등록, 치매예방 및 치매환지쉼터 프로그램 운영, 치매지원서비스(치매치료관리비, 조호물품 제공, 맞춤형사례관리), 실종노인의 발생예방 및 찾기 사업, 치매가족 및 보호자 지원 사업, 치매인식개선 사업 등",054-270-4114,포항시북구보건소,경상북도 포항시
경기도,시흥시,시흥시 치매안심센터(연성센터),치매안심센터,경기도 시흥시 장현천1길 32,경기도 시흥시 하중동 798-5,37.38413218,126.8021091,시흥시보건소,031-310-6825,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-5858,경기도 시흥시청,경기도 시흥시
경기도,시흥시,시흥시 치매안심센터(정왕센터),치매안심센터,경기도 시흥시 정왕대로233번길 19,경기도 시흥시 정왕동 1799-5,37.34672069,126.7401529,시흥시보건소,031-310-5930,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-5858,경기도 시흥시청,경기도 시흥시
경기도,시흥시,시흥시 치매안심센터(대야신천센터),치매안심센터,경기도 시흥시 호현로 55,경기도 시흥시 대야동 484-3,37.445579,126.785283,시흥시보건소,031-310-5857,치매조기검진/치매의료비 및 검진비 지원/ 치매예방교육/ 치매환자쉼터 및 가족지원사업 등,031-310-5858,경기도 시흥시청,경기도 시흥시
경기도,안성시,안성시 치매안심센터,치매안심센터,경기도 안성시 강변로 74번길 18,경기도 안성시 도기동 67-21,37.0001476,127.2698156,안성시 보건소,031-678-3003,"치매조기검진 및 환자등록, 맞춤형 사례관리, 치매쉼터 운영, 치매예방교실, 가족교육, 치매치료관리비지원, 실종예방 지문인식 및 배회인식표발급,  등",031-678-3002,경기도 안성시,경기도 안성시
서울특별시,송파구,서울특별시송파구치매안심센터,치매안심센터,서울특별시 송파구 충민로 184,서울특별시 송파구 장지동 850-2,37.48578411,127.1341622,송파구보건소,02-2147-5050,"치매조기검진, 치매인식개선 및 등록관리사업, 쉼터 및 인지건강프로그램 운영 등",02-2147-2356,서울특별시 송파구청,서울특별시 송파구
충청남도,계룡시,계룡시 치매센터,치매안심센터,충청남도 계룡시 장안로 54,충청남도 계룡시 금암동 10,36.2730058,127.250047,계룡시보건소,042-840-3681,무료치매검사,,계룡시청,충청남도 계룡시
경상북도,영양군,영양군치매안심센터,치매안심센터,"경상북도 영양군 영양읍 동서대로 82, 3층 치매안심센터",경상북도 영양군 영양읍 동부리 164-1,36.66194441,129.1180656,영양군보건소,054-680-5100,"치매조기검진 및 등록사업, 사례관리, 치매치료관리비 지원, 조호물품제공, 치매환자쉼터 및 가족카페 운영, 치매인식개선 및 교육홍보, 치매어르신 실종예방 사업 등",054-680-5114,영양군보건소,경상북도 영양군
전라북도,고창군,고창군 치매안심센터,치매안심센터,전라북도 고창군 고창읍 전봉준로 90,전라북도 고창군 고창읍 율계리 101,35.4437625509,126.6832504419,고창군보건소,063-560-8725,"치매환자 등록관리, 인지증진 및 재활프로그램, 맞춤형사례관리, 가족지원프로그램 등",063-560-8728,고창군청,전라북도 고창군
대전광역시,중구,대전광역치매센터,광역치매센터,대전광역시 중구 문화로 282,대전광역시 중구 대사동 640,36.31684464,127.4153053,충남대학교병원,042-280-8968,"치매관리 인프라/네트워크 구축,대국민인식개선사업, 교육,연구,조호사업",042-280-8968,충남대학교병원,대전광역시
대전광역시,동구,동구치매안심센터,치매안심센터,대전광역시 동구 현암로 22,대전광역시 동구 삼성동 374-1,36.34298597,127.4204612,동구보건소,042-621-6011,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-621-6011,동구보건소,대전광역시
대전광역시,중구,중구치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557592,127.4212943,중구보건소,042-288-8180,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-8180,중구보건소,대전광역시
경상북도,청도군,청도군치매안심센터,치매안심센터,경상북도 청도군 화양읍 산성강변길 472,경상북도 청도군 화양읍 송북리 45,35.654342,128.7381579,청도군보건소,054-370-6470,치매진단등록+환자쉼터+인지재활치료+비약물치료,054-370-2672,청도군치매안심센터,경상북도 청도군
경기도,안양시,만안치매안심센터,치매안심센터,경기도 안양시 만안구 문예로 48 (6층),경기도 안양시 만안구 안양동 532-1,37.38589781,126.9329448,만안구보건소,031-8045-3180,무료 치매검사+쉼터 운영+치매극복의 날 기념행사 등,,안양시 만안구보건소,경기도 안양시
대전광역시,서구,서구치매안심센터,치매안심센터,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1300,36.355071,127.3833597,서구보건소,042-288-4470,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-4470,서구보건소,대전광역시
대전광역시,유성구,유성구치매안심센터,치매안심센터,대전광역시 유성구 박산로 177,대전광역시 유성구 구암동 91-6,36.354491,127.328811,유성구보건소,042-611-5112,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-611-5112,유성구보건소,대전광역시
대전광역시,대덕구,대덕구치매안심센터,치매안심센터,대전광역시 대덕구 동춘당로 187,대전광역시 대덕구 법동 192-1,36.36720857,127.4308384,대덕구보건소,042-608-4491,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-608-4491,대덕구보건소,대전광역시
전라남도,순천시,전라남도광역치매센터,광역치매센터,전라남도 순천시 순광로 221,전라남도 순천시 조례동 1742,34.96375005,127.542936,전라남도,061-286-6041,"치매관련 자원 발굴, 치매 연구·통계",061-726-6981,성가롤로병원,전라남도
전라남도,여수시,여수시치매안심센터,치매안심센터,전라남도 여수시 신월로 794,전라남도 여수시 봉강동 323-11,34.73915914,127.7260493,여수시,061-659-5440,"등록관리, 프로그램 운영 등",061-659-5440,전라남도 여수시,전라남도
전라남도,순천시,순천시치매안심센터,치매안심센터,전라남도 순천시 중앙로 232,전라남도 순천시 석현동 35-7,34.96667705,127.4860726,순천시,061-749-8888,"치매선별검사, 인지재활프로그램 등",061-749-8888,전라남도 순천시,전라남도
전라남도,나주시,나주시치매안심센터,치매안심센터,전라남도 나주시 이창동 풍물시장2길 57-32,전라남도 나주시 이창동 740-1,34.99522645,126.708224,나주시,061-339-2101,"치매조기검진, 프로그램 운영 등",061-339-2101,전라남도 나주시,전라남도
전라남도,광양시,광양시치매안심센터,치매안심센터,전라남도 광양시 광양읍 호북길 13-3,전라남도 광양시 광양읍 칠성리 898-3,34.98010194,127.5836099874,광양시,061-797-4059,"치매조기검진, 상담등록관리 등 운영",061-797-4059,전라남도 광양시,전라남도
전라남도,담양군,담양군치매안심센터,치매안심센터,전라남도 담양군 담양읍 완동길 10-5,전라남도 담양군 담양읍 만성리 116-1,35.32470177,126.9807438,담양군,061-380-2963,"치매환자 쉼터 운영, 조기검진",061-380-2963,전라남도 담양군,전라남도
전라남도,곡성군,곡성군치매안심센터,치매안심센터,전라남도 곡성군 곡성읍 곡성로 854,전라남도 곡성군 곡성읍 읍내리 220,35.27886716,127.2969046,곡성군,061-360-8981,"등록관리, 쉼터,예방 등",061-360-8981,전라남도 곡성군,전라남도
전라남도,구례군,구례군치매안심센터,치매안심센터,전라남도 구례군 구례읍 동편제길 30,전라남도 구례읍 백련리 576,35.21607284,127.4617801,구례군,061-780-2023,"치매쉼터프로그램, 치매예방교실, 인지강화 교실",061-780-2023,전라남도 구례군,전라남도
전라남도,고흥군,고흥군치매안심센터,치매안심센터,전라남도 고흥군 고흥읍 등암3길 5,전라남도 고흥군 등암리 1258-21,34.5919855,127.2692469,고흥군,061-830-6969,"조기검진,치매관리",061-830-6969,전라남도 고흥군,전라남도
전라남도,보성군,보성군치매안심센터,치매안심센터,전라남도 보성군 보성읍 갱맹골길 206,전라남도 보성군 보성읍 주봉리 529,34.76645647,127.0712437,보성군,061-850-8695,"조기검진, 치매등록, 쉼터, 인지강화교실 등",061-850-8695,전라남도 보성군,전라남도
전라남도,화순군,화순군치매안심센터,치매안심센터,전라남도 화순군 화순읍 충의로 40,전라남도 화순군 화순읍 삼천리 701,35.05539364,126.9820968,화순군,061-379-5317,"치매조기검진, 프로그램 운영 등",061-379-5317,전라남도 화순군,전라남도
전라남도,장흥군,장흥군치매안심센터,치매안심센터,전라남도 장흥군 동교1길 13,전라남도 장흥군 장흥읍 건산리 752-1,34.67707296,126.9070034,장흥군,061-860-6498,"등록관리, 조기검진, 프로그램 운영 등",061-860-6498,전라남도 장흥군,전라남도
전라남도,강진군,강진군치매안심센터,치매안심센터,전라남도 강진군 강진읍 목리길 11,전라남도 강진군 강진읍 동성리 66-3,34.63833623,126.7757100266,강진군,061-430-5942,"등록관리, 치매조기검진, 프로그램 운영 등",061-430-5942,전라남도 강진군,전라남도
전라남도,해남군,해남군치매안심센터,치매안심센터,전라남도 해남군 해남로 46,전라남도 해남군 해남읍 해리 187-2,34.600073,126.599957,해남군,061-531-3703,"치매환자쉼터, 가족교실, 치매예방 및 인지강화교실",061-531-3703,전라남도 해남군,전라남도
전라남도,영암군,영암군치매안심센터,치매안심센터,전라남도 영암군 오리정길 39,전라남도 영암군 영암읍 춘양리 527-1,34.79533941,126.7033414,영암군,061-470-6030,"쉼터, 안심마을",061-470-6030,전라남도 영암군,전라남도
전라남도,무안군,무안군치매안심센터,치매안심센터,전라남도 무안군 무안읍 불무로 38-9,전라남도 무안군 무안읍 교촌리 127-10,34.98830267,126.4735676,무안군,061-450-5067,"치매조기검진, 상담 및 등록관리, 프로그램운영 등",061-450-5067,전라남도 무안군,전라남도
전라남도,함평군,함평군치매안심센터,치매안심센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.0618959,126.524249,함평군,061-320-2507,"치매조기검진, 쉼터운영 등",061-320-2507,전라남도 함평군,전라남도
전라남도,장성군,장성군치매안심센터,치매안심센터,전라남도 장성군 장성읍 성산5길 17,전라남도 장성군 장성읍 성산리 178-2,35.3233003,126.808367,장성군,061-390-7160,"치매조기검진, 상담 및 등록관리, 프로그램운영 등",061-390-7160,전라남도 장성군,전라남도
전라남도,완도군,완도군치매안심센터,치매안심센터,전라남도 완도군 완도읍 농공단지길 34,전라남도 완도군 완도읍 죽청리 483-8,34.33582329,126.7313246,완도군,061-550-5810,"치매조기검진, 사례관리, 치료비 지원",061-550-5810,전라남도 완도군,전라남도
전라남도,진도군,진도군치매안심센터,치매안심센터,전라남도 진도군 진도읍 남동1길 40-9 진도군보건소,전라남도 진도군 진도읍 남동리 776-26,34.48037351,126.2629165,진도군,061-540-6962,"등록관리,예방교실 운영",061-540-6962,전라남도 진도군,전라남도
전라남도,신안군,신안군치매안심센터,치매안심센터,"전라남도 신안군 압해읍 천사로 1004, 보건소 1층",전라남도 신안군 압해읍 신장리 463-17,34.83360218,126.3514253,신안군,061-243-8550,"치매조기검진, 사례관리 등",061-243-8550,전라남도 신안군,전라남도
경상북도,고령군,고령군치매안심센터,치매안심센터,경상북도 고령군 대가야읍 왕릉로 56-5,경상북도 고령군 지산리 232-8,35.72523408,128.2648145,고령군보건소,054-950-7961,"치매예방프로그램, 고위험군인지강화프로그램, 치매조기검진 및 진단·감별검사, 치매환자쉼터, 가족교실, 치매환자 맞춤형 사례관리, 인식개선 및 홍보사업",054-954-1300,고령군보건소,경상북도 고령군
경기도,용인시,용인시처인구치매안심센터,치매안심센터,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.240867332,127.1779683677,경기도 용인시 처인구보건소,031-324-2700,"무료치매검사, 치매예방프로그램 운영, 치매환자 및 가족프로그램 운영, 치매인식개선 사업 등",031-324-4473,처인구보건소,경기도 용인시
경기도,용인시,용인시기흥구치매안심센터,치매안심센터,경기도 용인시 기흥구 신갈로58번길 11,경기도 용인시 기흥구 신갈동 60-3,37.2726060256,127.1067678384,경기도 용인시 기흥구보건소,031-324-6981,"치매예방교실, 치매가족카페, 치매진단검사, 치매가족교실",031-324-6981,기흥구보건소,경기도 용인시
경기도,용인시,용인시수지구치매안심센터,치매안심센터,"경기도 용인시 수지구 문정로20, 3층",,37.3227665806,127.0963427943,용인시수지구보건소,031-324-8516,"상담 및 등록관리사업, 치매조기검진 및 예방관리사업, 치매환자쉼터 운영사업, 치매가족 지원사업, 치매인식개선 및 교육 홍보사업, 치매안심마을 운영",031-324-8516,수지구보건소,경기도 용인시
부산광역시,강서구,부산광역시 강서구 치매안심센터,치매안심센터,부산광역시 강서구 낙동북로102번길 76,부산광역시 강서구 강동동 60-3,35.21620512,128.9376702,부산광역시 강서구 보건소,051-970-2610,"치매상담 및 등록,치매조기검진사업,치매예방교실,치매환자쉼터,치매가족교실,치매치료비지원,치매환자조호물품지원,치매인식개선사업 등",,부산광역시 강서구 보건소,부산광역시 강서구
부산광역시,기장군,기장군 치매안심센터,치매안심센터,부산광역시 기장군 정관읍 용수로 11,부산광역시 기장군 정관읍 용수리 1314-1,35.31331082,129.2442307,기장군보건소,051-709-2982,"치매 선별검사, 치매환자 인지재활 프로그램, 치매환자가족교실, 자조모임, 치매 예방교육 등",051-709-2982,기장군보건소,부산광역시 기장군
